"transcriber","alignment"
"Cons","D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2A2g2D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2"
"stf","D3b2A2a2A2--A2--A2b2b2------A2a2a2b2--------A2b2b2A2b2a2b2D3A2d3A2b2a2b2E3F2d3--------------"
